1,Goroka Airport,Goroka,Papua New Guinea,GKA,AYGA,-6.081689835,145.3919983,5282,10,U,Pacific/Port_Moresby,airport,OurAirports
2,Madang Airport,Madang,Papua New Guine$a,MAG,AYMD,-5.207079887,145.7890015,20,10,U,Pacific/Port_Moresby,airport,OurAirports
3,Mount Hagen Kagamuga Airport,Mount Hagen,Papua New Guinea,HGU,AYMH,-5.826789856,144.2960052,5388,10,U,Pacific/Port_Moresby,airport,OurAirports
4,Nadzab Airport @,Nadzab #,Papua New Guinea,LAE,AYNZ,-6.569803,146.725977,239,10,U,Pacific/Port_Moresby,airport,OurAirports
5,Port Moresby Jacksons International Airport,Port Moresby,Papua New Guinea,POM,AYPY,-9.443380356,147.2200012,146,10,U,Pacific/Port_Moresby,airport,OurAirports
6,Wewak International Airport,Wewak,Papua New Guinea,WWK,AYWK,-3.583830118,143.6690063,19,10,U,Pacific/Port_Moresby,airport,OurAirports
7,Narsarsuaq Airport,Narssarssuaq@,Greenland,UAK,BGBW,61.16049957,-45.42599869,112,-3,E,America/Godthab,airport,OurAirports
8,Godthaab / Nuuk Airport,Godthaab,Greenland,GOH,BGGH,64.19090271,-51.67810059,283,-3,E,America/Godthab,airport,OurAirports
9,Kangerlussuaq Airport,Sondrestrom,Greenland,SFJ,BGSF,67.0122219,-50.71160316,165,-3,E,America/Godthab,airport,OurAirports
10,Thule Air Base,Thule,Greenl%and,THU,BGTL,76.53119659,-68.70320129,251,-4,E,America/Thule,airport,OurAirports
11,Akureyri Airport,Akureyri,Iceland,AEY,BIAR,65.66000366,-18.0727005,6,0,N,Atlantic/Reykjavik,airport,OurAirports
12,Egilsstaðir Airport,Egilsstadir,Iceland,EGS,BIEG,65.28330231,-14.40139961,76,0,N,Atlantic/Reykjavik,airport,OurAirports
13,Hornafjörður Airport,Hofn,Iceland,HFN,BIHN,64.295601,-15.2272,24,0,N,Atlantic/Reykjavik,airport,OurAirports
14,Húsavík Airport,Husavik,Iceland,HZK,BIHU,65.952301,-17.426001,48,0,N,Atlantic/Reykjavik,airport,OurAirports
15,Ísafjörður Airport,Isafjordur,Iceland,IFJ,BIIS,66.05809784,-23.13529968,8,0,N,Atlantic/Reykjavik,airport,OurAirports
16,Keflavik International Airport,Keflavik,Iceland,KEF,BIKF,63.98500061,-22.60560036,171,0,N,Atlantic/Reykjavik,airport,OurAirports
17,Patreksfjörður Airport,Patreksfjordur,Iceland,PFJ,BIPA,65.555801,-23.965,11,0,N,Atlantic/Reykjavik,airport,OurAirports
18,Reykjavik Airport,Reykjavik,Iceland,RKV,BIRK,64.12999725,-21.94059944,48,0,N,Atlantic/Reykjavik,airport,OurAirports
19,Siglufjörður Airport,Siglufjordur,Iceland,SIJ,BISI,66.133301,-18.9167,10,0,N,Atlantic/Reykjavik,airport,OurAirports
20,Vestmannaeyjar Airport,Vestmannaeyjar,Iceland,VEY,BIVM,63.42430115,-20.27890015,326,0,N,Atlantic/Reykjavik,airport,OurAirports
21,Sault Ste Marie Airport,Sault Sainte Marie,Canada,YAM,CYAM,46.48500061,-84.50939941,630,-5,A,America/Toronto,airport,OurAirports
22,Winnipeg / St. Andrews Airport,Winnipeg,Canada,\N,CYAV,50.0564003,-97.03250122,760,-6,A,America/Winnipeg,airport,OurAirports
23,Halifax / CFB Shearwater Heliport,Halifax,Canada,\N,CYAW,44.639702,-63.499401,144,-4,A,America/Halifax,airport,OurAirports
24,St. Anthony Airport,St. Anthony,Canada,YAY,CYAY,51.39189911,-56.08309937,108,-3.5,A,America/St_Johns,airport,OurAirports
25,Tofino / Long Beach Airport,Tofino,Canada,YAZ,CYAZ,49.079833,-125.775583,80,-8,A,America/Vancouver,airport,OurAirports
26,Kugaaruk Airport,Pelly Bay,Canada,YBB,CYBB,68.534401,-89.808098,56,-7,A,America/Edmonton,airport,OurAirports
27,Baie Comeau Airport,Baie Comeau,Canada,YBC,CYBC,49.13249969,-68.20439911,71,-5,A,America/Toronto,airport,OurAirports
28,CFB Bagotville,Bagotville,Canada,YBG,CYBG,48.33060074,-70.99639893,522,-5,A,America/Toronto,airport,OurAirports
29,Baker Lake Airport,Baker Lake,Canada,YBK,CYBK,64.29889679,-96.07779694,59,-6,A,America/Winnipeg,airport,OurAirports
30,Campbell River Airport,Campbell River,Canada,YBL,CYBL,49.95080185,-125.2710037,346,-8,A,America/Vancouver,airport,OurAirports
31,Brandon Municipal Airport,Brandon,Canada,YBR,CYBR,49.91,-99.951897,1343,-6,A,America/Winnipeg,airport,OurAirports
32,Cambridge Bay Airport,Cambridge Bay,Canada,YCB,CYCB,69.10810089,-105.1380005,90,-7,A,America/Edmonton,airport,OurAirports
33,Nanaimo Airport,Nanaimo,Canada,YCD,CYCD,49.05497022,-123.8698626,92,-8,A,America/Vancouver,airport,OurAirports
34,Castlegar/West Kootenay Regional Airport,Castlegar,Canada,YCG,CYCG,49.29639816,-117.6320038,1624,-8,A,America/Vancouver,airport,OurAirports
35,Miramichi Airport,Chatham,Canada,YCH,CYCH,47.007801,-65.449203,108,-4,A,America/Halifax,airport,OurAirports
36,Charlo Airport,Charlo,Canada,YCL,CYCL,47.990799,-66.330299,132,-4,A,America/Halifax,airport,OurAirports
37,Kugluktuk Airport,Coppermine,Canada,YCO,CYCO,67.816704,-115.143997,74,-7,A,America/Edmonton,airport,OurAirports
38,Coronation Airport,Coronation,Canada,YCT,CYCT,52.07500076,-111.4449997,2595,-7,A,America/Edmonton,airport,OurAirports
39,Chilliwack Airport,Chilliwack,Canada,YCW,CYCW,49.15280151,-121.939003,32,-8,A,America/Vancouver,airport,OurAirports
40,Clyde River Airport,Clyde River,Canada,YCY,CYCY,70.48609924,-68.51670074,87,-5,A,America/Toronto,airport,OurAirports
41,Coral Harbour Airport,Coral Harbour,Canada,YZS,CYZS,64.19329834,-83.35939789,210,-5,A,America/Coral_Harbour,airport,OurAirports
42,Dawson City Airport,Dawson,Canada,YDA,CYDA,64.04309845,-139.128006,1215,-8,A,America/Vancouver,airport,OurAirports
43,Burwash Airport,Burwash,Canada,YDB,CYDB,61.37110138,-139.0410004,2647,-8,A,America/Vancouver,airport,OurAirports
44,Princeton Airport,Princeton,Canada,\N,CYDC,49.4681015,-120.5110016,2298,-8,A,America/Vancouver,airport,OurAirports
45,Deer Lake Airport,Deer Lake,Canada,YDF,CYDF,49.21080017,-57.39139938,72,-3.5,A,America/St_Johns,airport,OurAirports
46,Dease Lake Airport,Dease Lake,Canada,YDL,CYDL,58.42219925,-130.0319977,2600,-8,A,America/Vancouver,airport,OurAirports
47,Dauphin Barker Airport,Dauphin,Canada,YDN,CYDN,51.10079956,-100.052002,999,-6,A,America/Winnipeg,airport,OurAirports
48,Dawson Creek Airport,Dawson Creek,Canada,YDQ,CYDQ,55.74229813,-120.1829987,2148,-7,A,America/Dawson_Creek,airport,OurAirports
49,Edmonton International Airport,Edmonton,Canada,YEG,CYEG,53.30970001,-113.5800018,2373,-7,A,America/Edmonton,airport,OurAirports
50,Arviat Airport,Eskimo Point,Canada,YEK,CYEK,61.09420013,-94.07080078,32,-6,A,America/Winnipeg,airport,OurAirports
